StartAngle;EndAngle;Length;Number
0.0;18.0;6.1682594799622645;1
18.0;36.0;22.504232998520443;1
36.0;54.0;50.67130394587658;496
54.0;72.0;71.18982741283054;507
72.0;90.0;0.0;0
90.0;108.0;25.34274046976455;2
108.0;126.0;32.6728361986834;2
126.0;144.0;38.05674903841936;1
144.0;162.0;47.727642018649;263
162.0;180.0;23.75320689639664;239
