StartAngle;EndAngle;Length;Number
0.0;18.0;0.0008052285443808033;8
18.0;36.0;0.0025406039565085974;19
36.0;54.0;0.0029068781130199947;33
54.0;72.0;0.002796685142968147;26
72.0;90.0;0.0038531132911699658;30
90.0;108.0;0.006124599200369817;44
108.0;126.0;0.008383811060273916;60
126.0;144.0;0.0025269720079791162;27
144.0;162.0;0.002068611195382868;22
162.0;180.0;0.0009983756043130214;9
