StartAngle;EndAngle;Length;Number
0.0;18.0;0.007589917966176905;50
18.0;36.0;0.011091912850603214;68
36.0;54.0;0.011034522512225494;87
54.0;72.0;0.011994430730333001;78
72.0;90.0;0.01853676227973809;106
90.0;108.0;0.018975784662112898;116
108.0;126.0;0.01989954364453356;124
126.0;144.0;0.015663874194321362;104
144.0;162.0;0.011472974595858136;80
162.0;180.0;0.009035413374303134;47
