StartAngle;EndAngle;Length;Number
0.0;18.0;412.65975942105877;3696
18.0;36.0;277.6915402931583;2099
36.0;54.0;321.7150410323029;3236
54.0;72.0;286.97007488692077;2473
72.0;90.0;375.13135595216966;3331
90.0;108.0;461.97239148011647;3183
108.0;126.0;223.70243456147418;1403
126.0;144.0;310.7497284305643;1247
144.0;162.0;447.7764237130913;3641
162.0;180.0;342.5657323718788;3066
