StartAngle;EndAngle;Length;Number
0.0;18.0;0.0019777221018213403;18
18.0;36.0;0.0027645435307505966;31
36.0;54.0;0.002699961633267875;37
54.0;72.0;0.004568631847195995;35
72.0;90.0;0.008238908702453638;53
90.0;108.0;0.006855973026477221;47
108.0;126.0;0.005894647875823045;49
126.0;144.0;0.007978938998580017;67
144.0;162.0;0.0036892794754450242;35
162.0;180.0;0.0018932447246686774;15
