StartAngle;EndAngle;Length;Number
0.0;18.0;0.00018784041154000728;1
18.0;36.0;0.0006013017656354207;7
36.0;54.0;0.0004651671779280417;6
54.0;72.0;0.0005845402857561597;5
72.0;90.0;0.0;0
90.0;108.0;0.00018370025299415256;3
108.0;126.0;0.0006198623305515412;6
126.0;144.0;0.0005329403263288067;6
144.0;162.0;0.0001925857528451212;3
162.0;180.0;0.0;0
