StartAngle;EndAngle;Length;Number
0.0;18.0;0.003796013277003865;21
18.0;36.0;0.00277408014320384;18
36.0;54.0;0.0036361202459223524;23
54.0;72.0;0.0038014025999566687;23
72.0;90.0;0.004469059161933121;25
90.0;108.0;0.005166257759839929;30
108.0;126.0;0.0037072795009100647;27
126.0;144.0;0.0029612307824848252;17
144.0;162.0;0.004237321469398753;24
162.0;180.0;0.0026329420078559382;18
