StartAngle;EndAngle;Length;Number
0.0;18.0;0.00197772210182134;18
18.0;36.0;0.002764543530750597;31
36.0;54.0;0.002699961633267875;37
54.0;72.0;0.004568631847195997;35
72.0;90.0;0.008238908702453637;53
90.0;108.0;0.006855973026477222;47
108.0;126.0;0.005894647875823043;49
126.0;144.0;0.007978938998580019;67
144.0;162.0;0.003689279475445025;35
162.0;180.0;0.001893244724668677;15
